Estimate	Std.Error	Zvalue/w	Pvalue	Qvalue
Lactobacillus plantarum	-1.06087370210644	0.685280626906357	-1.54808652171544	0.121601466701953	0.184972777253117
[Ruminococcus] gnavus	0	0	3159	0.131841567626432	0.193919665661935
Streptococcus pneumoniae	0.761642629894367	0.472809847556749	1.61088571617145	0.107204633839469	0.170353241165663
Parabacteroides merdae	0	0	3161	0.134705621912124	0.196508235675527
motu linkage group 297	-0.528666373243267	0.415496061541295	-1.27237396976078	0.203240278162403	0.237969368696023
Bacteroides thetaiotaomicron	0	0	3164	0.137154956046462	0.198454641005614
motu linkage group 333	-0.571829959078305	0.31913317520254	-1.79182235978879	0.073161425909051	0.146300907614231
motu linkage group 324	0.592338641993738	0.36297089511636	1.6319177376573	0.102696816850163	0.166392890046792
Haemophilus influenzae	0.532309766896218	0.365025932136418	1.45827931670696	0.144763568892373	0.20129068377304
butyrate-producing bacterium SS3/4	0	0	4108	0.152490864563963	0.205600781589766
Lactobacillus amylovorus	0	0	0	1	1
Ruminococcus sp. SR1/5	0	0	4105	0.155115716349722	0.207567343741797
Sutterella wadsworthensis	0.126848867570562	0.331126019781479	0.383083357974326	0.701657958570711	0.44282406370014
motu linkage group 498	0.592352130447379	0.362974030514616	1.63194080195643	0.102691957532613	0.166392890046792
motu linkage group 672	-0.587870072894125	0.386846486335673	-1.51964692367406	0.128599737868694	0.190727669903447
motu linkage group 486	0.723486745230927	0.502592046354882	1.43951093233193	0.150005814788203	0.203794127082625
motu linkage group 646	0	0	4099	0.160603808080172	0.211727337346885
Fusobacterium mortiferum	0.598307695365624	0.440766356307104	1.35742596231359	0.174645903553687	0.221675813734034
Lactobacillus gasseri	-0.930819337741097	0.695232757712762	-1.33886001114704	0.180616249972874	0.226372330770157
motu linkage group 51	0.754124221907276	0.580558534044724	1.29896328739383	0.193956528611508	0.233340961285592
motu linkage group 122	-0.552408596853467	0.378684673459488	-1.45875615140934	0.144632235172649	0.20129068377304
motu linkage group 268	-0.57123727874083	0.311828754210088	-1.83189417598087	0.0669671884295876	0.143594841694394
motu linkage group 517	0.544994777389266	0.372048003068486	1.46485069908827	0.142961656080408	0.20129068377304
motu linkage group 562	0.546148009709485	0.41304566300681	1.32224608227028	0.186086220534149	0.229833775247855
motu linkage group 218	0.857981801934357	0.633498932945879	1.35435398122077	0.175623471802165	0.221675813734034
motu linkage group 47	-0.749213779176419	0.562719016870375	-1.33141720239571	0.183051772203535	0.227820481891546
Oxalobacter formigenes	0.753628008057625	0.580288979186949	1.29871156456141	0.194042933817667	0.233340961285592
Ruminococcus sp. 5 1 39BFAA	0	0	4063	0.196504896991076	0.234688134271116
motu linkage group 258	-0.532296693230217	0.365022871458247	-1.45825572820607	0.144770068201654	0.20129068377304
Aggregatibacter segnis	0.678612136530208	0.540766659995736	1.25490749843113	0.209512341616164	0.240568413364917
Streptococcus agalactiae	0.490061387467212	0.430605344462563	1.13807548784341	0.255088962554002	0.27651634930188
motu linkage group 491	-0.344568118466473	0.320776116479445	-1.07417011667872	0.282746443259823	0.282704039455374
motu linkage group 346	-0.454869976434183	0.308290810398933	-1.4754574612379	0.140089596724796	0.20106619794038
Anaerostipes caccae	-0.520598999384664	0.472677424451009	-1.10138325304898	0.270729890995615	0.27651634930188
motu linkage group 118	0.309209141897983	0.30727075983745	1.00630838437591	0.314267248520769	0.297506281467919
motu linkage group 234	0.355702043008009	0.328181795604924	1.08385671530731	0.278428333896053	0.279959383206993
Blautia hansenii	0.678595146388137	0.540756456604003	1.25489975773895	0.209515151963834	0.240568413364917
motu linkage group 592	-0.419155315252945	0.30919678785127	-1.35562635745934	0.175218081217295	0.221675813734034
Ruminococcaceae bacterium D16	0	0	0	1	1
motu linkage group 712	0	0	3265.5	0.240436112777988	0.270830440922213
Erysipelotrichaceae bacterium 3 1 53	0	0	0	1	1
motu linkage group 212	-0.479572707519927	0.30942987160464	-1.54985911681041	0.121175334197888	0.184972777253117
motu linkage group 471	-0.643495955734125	0.455531461507859	-1.41262681089926	0.157765481564536	0.209537643214777
Bacteroides coprocola	0	0	4020.5	0.245734758544332	0.275058032487441
motu linkage group 837	-0.388585695440067	0.347162003229222	-1.11932092747919	0.263003250941476	0.27651634930188
motu linkage group 585	-0.462941285490088	0.418234028463033	-1.10689531215657	0.268339192922369	0.27651634930188
motu linkage group 431	0.292549225369556	0.310324215091321	0.942721228775094	0.345823511983172	0.317254399083445
Eubacterium eligens	0	0	4015	0.252900937751108	0.27651634930188
motu linkage group 136	0	0	0	1	1
Lactococcus garvieae	0.710053646153228	0.646536249599911	1.09824259133594	0.272098572698547	0.27651634930188
motu linkage group 302	-0.632369370334907	0.574370316630356	-1.10097850119556	0.270906014091402	0.27651634930188
motu linkage group 786	-0.643026733514712	0.570208807880595	-1.12770396498218	0.259444962600075	0.27651634930188
[Ruminococcus] obeum	0	0	3288	0.269981364210815	0.27651634930188
motu linkage group 622	0.715079893169136	0.650654643599574	1.09901604515284	0.271761067327421	0.27651634930188
motu linkage group 531	0	0	0	1	1
Geobacillus thermoleovorans	0.512800502912149	0.518623980436595	0.988771291447913	0.322775053319505	0.301992128482837
motu linkage group 209	0.707338021254108	0.644499678434709	1.09749941686862	0.272423135520351	0.27651634930188
motu linkage group 158	0.130021125859177	0.335503750255384	0.387540007407384	0.698356472697476	0.44282406370014
motu linkage group 678	-0.399783344243117	0.443969245027027	-0.90047531156979	0.367867358002514	0.329070027428323
motu linkage group 386	0.380514553718611	0.341983480746731	1.11266939820528	0.265850443074939	0.27651634930188
Eubacterium rectale	0	0	3984	0.295016601784056	0.290083313205445
motu linkage group 217	0.559865005590666	0.511221686828012	1.09515112526715	0.273450433700188	0.27651634930188
motu linkage group 277	-0.396307619113633	0.312420096643822	-1.26850872709846	0.204616336154872	0.238014677325341
Citrobacter youngae	-0.387259776911771	0.457771155040633	-0.845968062092939	0.397570561355695	0.348556388325973
Erysipelotrichaceae bacterium 5 2 54FAA	-0.553866353373358	0.532622597859351	-1.03988519375518	0.298393242139824	0.29179138205805
Clostridium sp. L2-50	-0.502189427836169	0.309008751821416	-1.62516247477158	0.104127943838786	0.166954903804024
Roseburia inulinivorans	0	0	3969	0.316935072004782	0.298444350682245
Haemophilus haemolyticus	0.399792316608683	0.36311550261907	1.10100591609301	0.270894082336875	0.27651634930188
motu linkage group 496	0.559702403141314	0.55102379619928	1.01574996760919	0.309748466858068	0.29479868737691
motu linkage group 451	0.623162550307881	0.592648250429481	1.05148804515374	0.293034497189177	0.289816042181807
motu linkage group 691	-0.267197937479669	0.345615936925339	-0.773106529336321	0.439459337239991	0.357132560376709
Coprococcus comes	0.949815265934963	0.399100316005464	2.37989103952992	0.0173177578924625	0.0856138502696353
motu linkage group 617	0.622803492036141	0.592407238491627	1.05130972677158	0.293116361199112	0.289816042181807
Leuconostoc gasicomitatum	0.449132099136026	0.470417876403631	0.954751342720359	0.339703458860372	0.313254649431614
motu linkage group 394	-0.446568788474909	0.308350879479946	-1.4482487912085	0.147547483576377	0.203562118735895
Streptococcus oralis	-0.525134857558364	0.579745853136018	-0.90580183492086	0.365040749640733	0.329070027428323
motu linkage group 652	-0.359888563831611	0.43982915590531	-0.818246264486137	0.41321658262923	0.350706868456036
Mitsuokella multacida	0.432675925451138	0.39318125907346	1.10044900530292	0.271136536638184	0.27651634930188
Actinomyces odontolyticus	-0.271341339157938	0.328066454626552	-0.827092606791554	0.408184574333303	0.350706868456036
motu linkage group 391	0	0	3349	0.360618956510057	0.327451773396066
motu linkage group 568	0.278006330164432	0.376708372562753	0.737988190368987	0.460521625591334	0.358939501535361
motu linkage group 559	0.0667091232620554	0.312335027723312	0.213581946758629	0.830873078946216	0.475061271693724
motu linkage group 525	-0.344513048092314	0.311288778965806	-1.1067313419934	0.268410100354705	0.27651634930188
Dorea longicatena	0	0	3353.5	0.367948077422846	0.329070027428323
motu linkage group 458	0.559696058815134	0.551020085170749	1.01574529473222	0.30975069264818	0.29479868737691
motu linkage group 495	0.336332142004433	0.36566004600334	0.919794617105531	0.357680096842184	0.326448764190768
motu linkage group 550	0.248283387788251	0.309554949920994	0.802065636009435	0.422514991723144	0.350706868456036
Clostridium leptum	-0.414938697059942	0.315566809334189	-1.31489968141902	0.188543619842911	0.229833775247855
Streptococcus mitis	0.29727655910201	0.414408920671675	0.717350771841936	0.473157686743763	0.361418126055987
motu linkage group 284	0	0	3368	0.392332310153197	0.347386457465269
motu linkage group 327	-0.26604887072677	0.345668750789286	-0.769664223680287	0.441499097422972	0.357159334472517
motu linkage group 307	-0.3866018852361	0.509841279725064	-0.758278900924966	0.448284035541522	0.357928029744185
Streptococcus parasanguinis	-0.375394674623366	0.311193066423412	-1.20630796482014	0.227698767733902	0.258116574965136
motu linkage group 586	0.346138375061163	0.351026438217221	0.986074943013172	0.324096338467115	0.301992128482837
Actinomyces viscosus	-0.336639328850427	0.397852146218591	-0.846141794257077	0.397473647838745	0.348556388325973
Fusobacterium varium	0	0	0	1	1
Parabacteroides distasonis	0	0	3910	0.413211978517298	0.350706868456036
Lactobacillus rhamnosus	0	0	0	1	1
motu linkage group 349	0	0	3384.5	0.421158600693007	0.350706868456036
motu linkage group 644	0	0	0	1	1
[Ruminococcus] torques	0	0	3390	0.431094373146486	0.355200418589882
Streptococcus sp. C150	-0.386401307343095	0.509913220157062	-0.757778563230969	0.448583557616827	0.357928029744185
Lachnospiraceae bacterium 1 4 56FAA	-0.254999651108209	0.340762224936993	-0.748321358552459	0.45426634451286	0.357928029744185
Leuconostoc citreum	0.367182343139324	0.501277709553212	0.732492860028811	0.463867799100367	0.358939501535361
motu linkage group 470	0.212025804125443	0.325015933899423	0.652355106353202	0.514172118303621	0.371987444327111
motu linkage group 548	-0.48377266995648	0.646835123587911	-0.747907236813386	0.454516112173759	0.357928029744185
Veillonella sp. oral taxon 158	0.396426517116534	0.307822045994035	1.28784316222827	0.197800564041369	0.234688134271116
motu linkage group 225	0.24116541254191	0.358114980076459	0.673430115909756	0.500673694497814	0.369720391474375
motu linkage group 404	0	0	0	1	1
motu linkage group 244	-0.346569414532972	0.355150808650549	-0.975837323445262	0.329145085718367	0.305099160288204
motu linkage group 7	-0.235332255266037	0.354577420734845	-0.663697803369211	0.506883745568654	0.369720391474375
motu linkage group 588	0	0	3417	0.481504736701989	0.363446184368812
motu linkage group 430	0.393489986532132	0.529061329462983	0.743751177073438	0.457027022011332	0.358319866277017
[Clostridium] bartlettii	-0.0700658613613124	0.364754811957264	-0.192090300290601	0.847671472677482	0.475908181904994
Alistipes sp. HGB5	0.324636509747076	0.316417277231641	1.02597592832903	0.304902930671605	0.293322066583715
Granulicatella adiacens	-0.319173204661818	0.425672416215792	-0.749809460286981	0.453369470232919	0.357928029744185
Streptococcus infantarius	0.29727176129377	0.414407420715694	0.717341790792195	0.473163226954709	0.361418126055987
Collinsella aerofaciens	0	0	3429.5	0.504574047850525	0.369720391474375
Streptococcus gordonii	-0.338587537685553	0.484587443202066	-0.698712982425274	0.484731418988199	0.363446184368812
Solobacterium moorei	-0.393962856276164	0.591901333416368	-0.665588729125288	0.505674012469966	0.369720391474375
motu linkage group 282	0.27256459919817	0.340675871928757	0.800070159518574	0.423670149067824	0.350706868456036
motu linkage group 450	0.281912021002213	0.350495085705814	0.804325174586996	0.42120920231867	0.350706868456036
motu linkage group 771	-0.268369297786566	0.445739854359255	-0.602076065583911	0.54712350560435	0.389493514445093
Streptococcus infantis	0.217444194675981	0.340570657070119	0.638470138756588	0.523167686387608	0.376853423745763
motu linkage group 457	0.290358367296838	0.40321735757188	0.720103839391581	0.471461063773388	0.361418126055987
motu linkage group 463	-0.328485658056444	0.550876645910397	-0.596296213490004	0.550977360169931	0.390674349983395
Faecalibacterium prausnitzii	0	0	3455	0.55771750824573	0.393884239190491
motu linkage group 508	-0.254892037203175	0.311862274723469	-0.817322446035483	0.413744182713244	0.350706868456036
motu linkage group 638	-0.202893768565487	0.310901181231677	-0.652598898986795	0.514014895563301	0.371987444327111
Eubacterium hallii	0	0	3830	0.568106142601682	0.399036341073985
Roseburia hominis	0	0	3461	0.569496816132151	0.399036341073985
motu linkage group 295	-0.24122862276125	0.430323952695123	-0.560574472442058	0.575087657927559	0.401198187383041
motu linkage group 265	0.0101145707281053	0.310218284638651	0.0326046891139474	0.973989830447909	0.509679151924956
motu linkage group 126	0.500914305123301	0.36329463913956	1.37881006532242	0.167953322533617	0.219788293531404
Bilophila wadsworthia	0	0	3824.5	0.579344942081642	0.401198187383041
Alistipes shahii	0	0	3468.5	0.58596401379136	0.404209117157239
Enterobacter hormaechei/cloacae	0.128200429179317	0.312156544275136	0.41069274865601	0.681297844738743	0.436824050115119
motu linkage group 306	-0.080537756840614	0.332382485892145	-0.242304454232729	0.808544262621074	0.475061271693724
motu linkage group 504	-0.278720762229227	0.518524561477976	-0.537526634099598	0.590903892467295	0.406042929581104
Prevotella timonensis	0	0	0	1	1
motu linkage group 177	0.0905537959567266	0.348918762204987	0.25952687492204	0.795228748978907	0.475061271693724
Coprococcus eutactus	-0.13453584575388	0.32271818383641	-0.416883375316954	0.676763714108077	0.43639809781704
motu linkage group 207	0.315710478814789	0.466475411303594	0.676799829454069	0.498532966374364	0.369720391474375
Fusobacterium periodonticum	0.261908469631509	0.541850272990217	0.483359486350647	0.628840509176709	0.416047672204633
motu linkage group 206	0	0	3491	0.634878471934901	0.418393753691669
motu linkage group 528	0.281072584990226	0.57883651146812	0.485581989770018	0.62726356837495	0.416047672204633
motu linkage group 551	0	0	3492	0.637088282213542	0.418393753691669
motu linkage group 140	-0.109175073930689	0.350358555074147	-0.311609556408816	0.755337270664223	0.468396761513148
Eubacterium biforme	-0.13786537087664	0.325987409969676	-0.422916243573533	0.672356371011986	0.435132674835685
Rothia mucilaginosa	-0.2733282169048	0.371544088211437	-0.73565486728793	0.461940762715018	0.358939501535361
motu linkage group 439	-0.222549298412366	0.315748697864271	-0.704830455098288	0.480915753335012	0.363446184368812
motu linkage group 415	-0.196811818001902	0.30971888612358	-0.635453073156711	0.525132963150344	0.376853423745763
Alistipes putredinis	0	0	3497.5	0.649283437328819	0.424834997474201
motu linkage group 134	0.209789555357266	0.312260050903051	0.671842442702992	0.501684005655355	0.369720391474375
Enterococcus faecalis	-0.248313801241729	0.606706754709758	-0.409281418599864	0.682333150118324	0.436824050115119
Clostridium spiroforme	0.280910866412593	0.578746503697078	0.485378079380373	0.627408178863922	0.416047672204633
Bacteroides coprophilus	0.0769314469911057	0.307210981250521	0.2504189358009	0.802263387374406	0.475061271693724
motu linkage group 357	0.281003952271261	0.578798310004266	0.485495460878573	0.627324931745331	0.416047672204633
Desulfovibrio piger	0.24784327579634	0.51205314912371	0.48401865357235	0.628372630825747	0.416047672204633
motu linkage group 497	0.239576991380375	0.308216955345455	0.777299844234243	0.436981886929252	0.356748214231106
motu linkage group 120	0.23817345888666	0.454526443653491	0.524003525454357	0.60027608780185	0.410896612852303
Megasphaera elsdenii	-0.0700129664104981	0.338621389681011	-0.206758842010695	0.836198200859343	0.475061271693724
Bacteroides uniformis	0	0	3770	0.700124915680206	0.44282406370014
motu linkage group 168	-0.112426418181967	0.311776752966022	-0.360599105329123	0.718399158229158	0.450196734502233
Turicibacter sanguinis	-0.211361747800302	0.469024432866036	-0.450641231009541	0.652248145173102	0.425211568376554
motu linkage group 407	0.231803282372	0.33274541371858	0.696638549518968	0.486029024479526	0.363446184368812
motu linkage group 529	0.247829511953777	0.512046864043534	0.483997714577755	0.628387491075956	0.416047672204633
motu linkage group 507	-0.240952505798436	0.307627236771383	-0.783261288328325	0.433473690960049	0.355514956086032
